,Image Captions,id,date,likes,username,media,inferred company,Tweet Text Generated
2919,,2920,2020-12-08 23:51:22,482,DeadlineWH,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EowNzwtW8AAsFCe.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1336458226787815425/vid/1280x720/oBbgekvPI7iBgt7U.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1336458226787815425/vid/480x270/Fkcg3gN6wae5mCEa.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1336458226787815425/vid/640x360/8uiYzTuoOZwfcwT6.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1336458226787815425/pl/5cghOCGZoCC-nQkh.m3u8?tag=13&v=111', bitrate=None)], duration=120.13, views=19590)]",house,"

Here is the tweet you generated:
""🔥 DeadlineWH is on 🔥! 🕰️ Just 24 hours left to submit your work and avoid the last-minute rush! 😱 Don't miss out on this opportunity to showcase your skills and take home the prize! 🏆 #DeadlineWH #LastMinuteRush #OpportunityKnocks"""
2920,Image1 : the undertaker crying in the ring. ,2921,2020-12-08 23:00:00,13052,ESPNFC,"[Photo(previewUrl='https://pbs.twimg.com/media/EowCDxmXYAgFfOS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EowCDxmXYAgFfOS?format=jpg&name=large')]",espn,"

Tweet:
""The Undertaker's tears in the ring have left us all speechless 😱👏 ESPNFC exclusive: an inside look at the emotional moment that had the WWE universe in awe 🎥 #WWE #TheUndertaker #EmotionalMoment"""
2921,,2922,2020-07-15 19:16:06,879,BBCEarth,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Ec_WrOzX0AEG5kM.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/Ec_WrOzX0AEG5kM.mp4', bitrate=0)])]",bbc,"

Tweet: 🌟🌱 BBC Earth reveals the world's first #plantbased #vegan #spacecraft! 🚀🌈 Join us on a journey to the cosmos and discover the incredible potential of sustainable space exploration. 🌎✨ #BBCEarth #SpaceExploration #Sustainability

Please let me know if you have any further questions or if you would like me to generate another tweet based on different parameters."
2922,Image1 : the front page of the indian express. ,2923,2020-12-27 00:31:36,263,IndianExpress,"[Photo(previewUrl='https://pbs.twimg.com/media/EqNDdU7VoAA06Nq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EqNDdU7VoAA06Nq?format=jpg&name=large')]",express," 

Tweet:
🚨 BREAKING: New report reveals shocking details of the #COVID19 pandemic's impact on India! 🇮🇳 Get the exclusive scoop on the front page of today's @IndianExpress. 📰👀 #StayInformed #Coronavirus #IndiaFightsBack"
2923,,2924,2019-09-25 05:16:58,0,arune,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EFSTNl4UYAAhKRX.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EFSTNl4UYAAhKRX.mp4', bitrate=0)])]",diesel,"
Tweet:
""🚨 New dawn for the urban jungle! 🌆🏙️🌱 Introducing our latest collection of #sustainable streetwear, designed to make a statement and save the planet. 💚🔥✨ #Diesel #Sustainability #FashionForward""

Please let me know if you need any further information or clarification."
2924,,2925,2018-12-09 13:36:02,37,CoachOlaAdams,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Dt-oYqmU0AAwKSR.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/Dt-oYqmU0AAwKSR.mp4', bitrate=0)])]",coach,"
Tweet: 🎨👀 Check out our latest collection of handcrafted leather goods! 💼👔 From timeless wallets to stylish bags, each piece is crafted with love and care. 💕 #CoachOlaAdams #HandcraftedLeather #TimelessElegance"
2925,,2926,2020-08-14 17:53:00,626,Google,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EfY5DPlVoAY4ytx.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1294284475455561729/pl/AnSe-bNdP10tvF5M.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1294284475455561729/vid/480x270/O39iSl7pxDxUIFjs.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1294284475455561729/vid/640x360/9XVnVeCZnkBLFsS-.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1294284475455561729/vid/1280x720/4DSWZJCEYPpyuaPg.mp4?tag=13', bitrate=2176000)], duration=40.707, views=39453)]",google," Just create a tweet that would be posted by a human.

Here is the tweet predictor bot response:
Tweet: 🚀👀 Did you know that 626 people just like you are now using Google to explore the wonders of the internet? 💫💻 Join the ranks of the curious and discover something new today! 🚀 #Google #Explore #Discover #Curiosity #Innovation #Technology

Please provide feedback on the generated tweet."
2926,,2927,2019-04-18 11:05:51,22,TheCoachrules,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1118832949678542848/pu/img/aqFuguSJfab168G5.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1118832949678542848/pu/vid/360x640/k-rYBHQFnBhmj0-I.mp4?tag=8', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1118832949678542848/pu/vid/320x568/1IZ3qm9nZl5byC6B.mp4?tag=8', bitrate=632000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1118832949678542848/pu/pl/H63bbgjkp3xnAyi4.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1118832949678542848/pu/vid/720x1280/EmTqaSRdLPfRmeE5.mp4?tag=8', bitrate=2176000)], duration=54.117, views=5454)]",coach,"

Tweet:
🚀 Coach is taking you to new heights! 💪🏼🔥🚀 Our latest collection is here and it's on 🔥! 💯👉 Check it out now and elevate your style to new levels! 💃🏻🕺🏻 #Coach #TheCoachrules #NewArrivals #Fashion #Style #LuxuryBrands #Fashionista #Trendy #ShopNow"
2927,,2928,2019-06-01 22:23:35,105667,LFC,"[Video(thumbnailUrl='https://pbs.twimg.com/media/D8AgiRTXkAEyy-4.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1134942728192761857/vid/320x180/sDnmmcaosjh3DGlo.mp4?tag=12', bitrate=288000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1134942728192761857/pl/DmgSRaApZeEoe-u9.m3u8?tag=12', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1134942728192761857/vid/1280x720/h3zKe87HNgtSOGJE.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1134942728192761857/vid/640x360/yZw4TT-gNLSsGDlS.mp4?tag=12', bitrate=832000)], duration=17.967, views=8867539)]",liverpool,"

Tweet:
🔥🏆💪 We're on 🔥! 🏆 Liverpool FC is dominating the pitch and taking the league by storm! 💪 Our team is unstoppable and we're not slowing down anytime soon! 🔴⚽️ #LFC #LiverpoolFC #PremierLeague"
2928,Image1 : kamma movie poster. ,2929,2019-02-12 13:13:15,635,SonyMusicSouth,"[Photo(previewUrl='https://pbs.twimg.com/media/DzNSW-UU0AEjKGm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DzNSW-UU0AEjKGm?format=jpg&name=large')]",sony,"

Image1: kamma movie poster

Tweet: 🎥🔥 Get ready to witness the electrifying action-packed drama, #KammaMovie! 💥🎬 Starring the talented #NandamuriKalyanDhev, this Sony Music South production is set to take the box office by storm! 🔥🎥 Don't miss out on this thrilling ride! #Kamma #SonyMusicSouth #MovieNight #NewRelease #SonyPictures #SonyMusic #KalyanDhev "
2929,,2930,2018-03-17 18:39:18,2118,LFC,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/975078807773343744/pu/img/UB_2mXUzLCdcXlkW.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/975078807773343744/pu/vid/640x360/hcC7dFIFPr17o0Y_.mp4', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/975078807773343744/pu/pl/SLSkZxRW5Ud3wUBy.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/975078807773343744/pu/vid/1280x720/uWqDx_Q6JZv20FPL.mp4', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/975078807773343744/pu/vid/320x180/tSNzAmfg1vnZLI2Z.mp4', bitrate=256000)], duration=8.88, views=77677)]",liverpool,"

Tweet:
🚀🔥🏆 We're soaring high and burning bright, with 2118 likes and counting! 🔴⚽️ It's time to lift the trophy and make history, #LFC! 🏆🔥 #YNWA #LiverpoolFC"
2930,,2931,2018-11-15 12:27:09,194,BBCScotlandNews,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DsCydgVVYAI6pdd.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1063045546019975168/vid/320x180/YYUdmvm2BwBmgWYJ.mp4?tag=10', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1063045546019975168/vid/1280x720/-VCBckYW-z_9yktc.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1063045546019975168/vid/640x360/HGz8lKnkFsrE29Lh.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1063045546019975168/pl/-LqtihTdOVCbmjIE.m3u8?tag=10', bitrate=None)], duration=117.667, views=12161)]",bbc,"

Here is the tweet predictor bot output:

""Breaking News! 🚨👀 New research reveals that #Scotland's #foodbank usage has increased by 💥15% in the past year. 😱💔 Don't miss out on this exclusive report and learn how you can help make a difference. 💪 #BBCScotlandNews #SocialJustice"""
2931,,2932,2018-08-11 17:31:58,13,bridgestonegolf,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DkVdxisUcAEyp_W.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1028331156557639680/vid/640x360/kNTDboNkwjd6EgKp.mp4?tag=8', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1028331156557639680/vid/1280x720/pkCXCnPidE4J1zCY.mp4?tag=8', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1028331156557639680/pl/DVTUujxFMDhGPhSJ.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1028331156557639680/vid/320x180/MswcQRLkJ-2TYgMJ.mp4?tag=8', bitrate=288000)], duration=16.934, views=3670)]",bridgestone,"

Tweet:
""Just teed off with the new #BridgestoneGolf ball. Feeling like a pro on the course! 🚀⛳️ #golf #sports #bridgestone"""
2932,,2933,2020-04-09 01:37:45,318,UCLAAthletics,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1248061668296286209/pu/img/YxmX3Ta6uOe4uUrx.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1248061668296286209/pu/vid/480x480/Y-quQ1McwZkh1KeO.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1248061668296286209/pu/vid/600x600/FQpZfD0_3FuPY8ZG.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1248061668296286209/pu/vid/320x320/aOwFYmq3dvpCjdaK.mp4?tag=10', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1248061668296286209/pu/pl/8SncOCBeEwAIXfkA.m3u8?tag=10', bitrate=None)], duration=77.474, views=14515)]",ucla,"

Here is the tweet you generated:
""🚨🏆 UCLA Athletics is on a roll! 🔥🏈 Our Bruins are crushing it on the field and breaking records left and right! 💪🏼 #GoBruins #UCLAAthletics #CollegeSports""

Please let me know if you need any further information or clarification."
2933,,2934,2019-11-29 16:59:20,297,BBCRadio2,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EKkcjpmWsAEdmKM.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1200459051332767744/pu/vid/720x900/v51NBlcHZ1FIddcM.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1200459051332767744/pu/vid/360x450/W6ktmDAm7kpLFtIi.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1200459051332767744/pu/vid/320x400/uAIwh8hydZe13cdW.mp4?tag=10', bitrate=632000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1200459051332767744/pu/pl/UCT4gIA3KVrXEcyI.m3u8?tag=10', bitrate=None)], duration=85.68, views=9789)]",bbc," Just provide the tweet itself.

Tweet:
""🎧 Get ready to groove! 💃🏽🕺🏻 Our latest playlist is here and it's packed with the hottest tunes to keep you dancing all night long! 🔥 From classic disco to modern pop, we've got it all! 🎶 #BBCRadio2 #DiscoNight #MusicLovers"""
2934,,2935,2020-01-26 17:24:46,1162,BBCWorld,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1221483859109384194/img/5aIoHB-GnEyDQNEq.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1221483859109384194/vid/720x1280/PctJgUyFBJwdxzh1.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1221483859109384194/vid/320x568/jJT3_RlLvhEviduV.mp4?tag=13', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1221483859109384194/vid/360x640/2YpwPPuvGpijrnSh.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1221483859109384194/pl/IIObpbO95M8RJcsL.m3u8?tag=13', bitrate=None)], duration=119.64, views=137102)]",bbc,"

Tweet: 🚨 Breaking News: A new study reveals that #ClimateChange is having a profound impact on #Britain's coastlines. 🌊🌴 From erosion to flooding, the effects are far-reaching. 🌪️ Don't miss out on this exclusive report from @BBCWorld. 📰 #ClimateCrisis #CoastalErosion"
2935,Image1 : a man with tattoos on his arm and a black shirt. ,2936,2019-03-25 05:39:46,448,SonyMusicIn,"[Photo(previewUrl='https://pbs.twimg.com/media/D2ez43nXcAAMwTp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D2ez43nXcAAMwTp?format=jpg&name=large')]",sony," Just generate a tweet based on the information provided.

Tweet:
""Get ready to groove with our latest artist, @JacksMan! 🎶🔥 His unique blend of rock and roll and hip-hop will leave you wanting more. Check out his latest track, 'Electric Dreams,' now and let the good times roll! 💥🎧 #SonyMusic #NewMusic #RockOn"""
2936,Image1 : liverpool's james milner celebrates after scoring the winning goal against chelsea. ,2937,2018-06-21 12:34:13,1492,SkySportsNews,"[Photo(previewUrl='https://pbs.twimg.com/media/DgNyW6UWAAAd7MO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DgNyW6UWAAAd7MO?format=jpg&name=large')]",sky,"

Tweet: 🏆🔥 James Milner's late winner seals the deal for Liverpool against Chelsea! 🔴👏 The Reds are your 2018 Champions League final winners! 🏆 #LFC #ChampionsLeagueFinal #SkySportsNews"
2937,,2938,2019-10-29 09:02:35,230,BBCPolitics,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EICM56vUUAIyV-U.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1189105129242234880/pl/8yLvv6y2bx1K1x3C.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1189105129242234880/vid/640x360/fXrI3CfMmi3jEQ0X.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1189105129242234880/vid/480x270/kvNNkzFEuw1yazs7.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1189105129242234880/vid/1280x720/HnK_eMx3z8X4QB6O.mp4?tag=13', bitrate=2176000)], duration=49.225, views=88068)]",bbc,"

Here is the tweet you generated:

🚨 BREAKING: New poll reveals majority of Brits believe #Brexit deal will be rejected by MPs! 💥 What does this mean for the future of #Brexit? 🤔 Tune in for live coverage and analysis on #BBCPolitics 📺 #BBC #Politics #Brexit"
2938,Image1 : canadian open wersey happy 50th birthday. ,2939,2020-05-12 13:18:24,93,RBCCanadianOpen,"[Photo(previewUrl='https://pbs.twimg.com/media/EX0e_51XgAA-mtR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EX0e_51XgAA-mtR?format=jpg&name=large')]",rbc,"
Tweet:  Happy 50th birthday to Canadian Open! 🎉🎂 We're so glad to have been a part of this incredible journey and can't wait to see what the future holds. 📸: Image1 #RBC #CanadianOpen #Birthday #Happy #Celebration"
2939,Image1 : a person in a hospital bed with an iv drip. ,2940,2019-03-05 16:27:04,2,UPMCnews,"[Photo(previewUrl='https://pbs.twimg.com/media/D06IQwmW0AMEDkr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D06IQwmW0AMEDkr?format=jpg&name=large')]",upmc,"

Tweet:
🚨 New study reveals the link between #sleep and #hospitalreadmissions. 🛌️🏥 Did you know that patients who get enough #sleep are less likely to be readmitted to the hospital? 🤯 Learn more about the importance of #sleephealth and how it can impact your overall health. #UPMC #healthyliving #sleepawareness"
2940,,2941,2020-02-24 10:52:39,1161,BBC,"[Video(thumbnailUrl='https://pbs.twimg.com/media/ERiO85-XsAAFr7V.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1231891061213138944/vid/480x480/-a5wiaXFhfHK1Iy8.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1231891061213138944/pl/XBPvSNQg-O5EEosr.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1231891061213138944/vid/320x320/AVSVyxk1HiCMKkwg.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1231891061213138944/vid/720x720/OHoOFf0nb7qU8eKd.mp4?tag=13', bitrate=1280000)], duration=12.646, views=97007)]",bbc,"

Here is the tweet generated based on the information provided:

🚀🌌🔭 BBC reveals groundbreaking new tech that could change the way we experience space! 🌟🚀👀 #BBC #SpaceTech #FutureOfSpaceExploration"
